phase,iteration,game_id,move_number,board_state,player,action_chosen,ucb_chosen,policy_distribution,winner,c_value,temperature,policy_loss,value_loss,predicted_value,final_value
selfplay,0,5,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",-1,6,0.2690882578034132,"[0.27835051546391754, 0.1134020618556701, 0.1134020618556701, 0.09278350515463918, 0.13402061855670103, 0.15463917525773196, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,4,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 1, 1, -1, -1, -1]",-1,2,0.2133146262136708,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333]",,2,1.25,,,,
selfplay,0,7,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",1,1,0.23241335159136361,"[0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",,2,1.25,,,,
selfplay,0,6,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,0,0.2673523530907308,"[0.11578947368421053, 0.11578947368421053, 0.1368421052631579, 0.18947368421052632, 0.1368421052631579, 0.18947368421052632, 0.11578947368421053]",,2,1.25,,,,
selfplay,0,5,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",1,2,0.25890064896558324,"[0.13541666666666666, 0.13541666666666666, 0.11458333333333333, 0.11458333333333333, 0.1875, 0.09375, 0.21875]",,2,1.25,,,,
selfplay,0,4,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, 0, 1, 1, -1, -1, -1]",1,5,0.20831414742636178,"[0.11224489795918367, 0.1326530612244898, 0.11224489795918367, 0.11224489795918367, 0.30612244897959184, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",-1,2,0.22973368956989212,"[0.1326530612244898, 0.11224489795918367, 0.30612244897959184, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,6,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,1,0.25754752323098296,"[0.1595744680851064, 0.13829787234042554, 0.1595744680851064, 0.13829787234042554, 0.09574468085106383, 0.11702127659574468, 0.19148936170212766]",,2,1.25,,,,
selfplay,0,5,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",-1,6,0.24199390684345792,"[0.11578947368421053, 0.11578947368421053, 0.22105263157894736, 0.1368421052631579, 0.1368421052631579, 0.1368421052631579, 0.1368421052631579]",,2,1.25,,,,
selfplay,0,4,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, 0, 1, 1, -1, -1, -1]",-1,1,0.2139925902922407,"[0.11, 0.11, 0.09, 0.13, 0.09, 0.36, 0.11]",,2,1.25,,,,
selfplay,0,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",1,4,0.21728465647746031,"[0.1134020618556701, 0.21649484536082475, 0.21649484536082475, 0.13402061855670103, 0.1134020618556701, 0.09278350515463918, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,6,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,3,0.2528265391524439,"[0.11458333333333333, 0.11458333333333333, 0.11458333333333333, 0.25, 0.09375, 0.15625, 0.15625]",,2,1.25,,,,
selfplay,0,5,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",1,1,0.25491642425245503,"[0.15463917525773196, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701, 0.27835051546391754, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,4,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, -1, 1, 1, -1, -1, -1]",1,5,0.22175438103472517,"[0.11224489795918367, 0.1836734693877551, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.11224489795918367, 0.2755102040816326]",,2,1.25,,,,
selfplay,0,7,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",-1,4,0.24760280749914657,"[0.1111111111111111, 0.1111111111111111, 0.13131313131313133, 0.3333333333333333, 0.1111111111111111, 0.09090909090909091, 0.1111111111111111]",,2,1.25,,,,
selfplay,0,6,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,1,0.2551643978065287,"[0.1134020618556701, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701, 0.24742268041237114, 0.18556701030927836, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,5,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",-1,0,0.25965869236398126,"[0.15463917525773196, 0.1134020618556701, 0.1134020618556701, 0.09278350515463918, 0.1134020618556701, 0.13402061855670103, 0.27835051546391754]",,2,1.25,,,,
selfplay,0,4,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, -1, 1, 1, -1, -1, -1]",-1,4,0.24071704451517548,"[0.09574468085106383, 0.1595744680851064, 0.1595744680851064, 0.11702127659574468, 0.19148936170212766, 0.11702127659574468, 0.1595744680851064]",,2,1.25,,,,
selfplay,0,7,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",1,4,0.2467154229358765,"[0.11224489795918367, 0.11224489795918367, 0.1836734693877551, 0.11224489795918367, 0.09183673469387756, 0.2755102040816326, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,6,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,1,0.24896184596944165,"[0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.09183673469387756, 0.30612244897959184, 0.15306122448979592]",,2,1.25,,,,
selfplay,0,5,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",1,2,0.2391907420783377,"[0.1368421052631579, 0.1368421052631579, 0.18947368421052632, 0.09473684210526316, 0.09473684210526316, 0.15789473684210525, 0.18947368421052632]",,2,1.25,,,,
selfplay,0,4,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",1,6,0.21158338594265022,"[0.1134020618556701, 0.1134020618556701, 0.1134020618556701, 0.27835051546391754, 0.15463917525773196, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,7,15,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, -1, 1]",-1,3,0.2054366947063413,"[0.24509803921568626, 0.1568627450980392, 0.12745098039215685, 0.1568627450980392, 0.0, 0.18627450980392157, 0.12745098039215685]",,2,1.25,,,,
selfplay,0,6,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,3,0.25170989190406823,"[0.13402061855670103, 0.27835051546391754, 0.1134020618556701, 0.1134020618556701, 0.13402061855670103, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,5,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 0, -1, 1]",-1,4,0.2415524356512842,"[0.19148936170212766, 0.13829787234042554, 0.1595744680851064, 0.1595744680851064, 0.11702127659574468, 0.11702127659574468, 0.11702127659574468]",,2,1.25,,,,
selfplay,0,4,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",-1,2,0.19414221322019615,"[0.13541666666666666, 0.25, 0.11458333333333333, 0.13541666666666666, 0.13541666666666666, 0.11458333333333333, 0.11458333333333333]",,2,1.25,,,,
selfplay,0,7,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 1]",1,2,0.2159903226853643,"[0.1262135922330097, 0.1262135922330097, 0.1262135922330097, 0.3883495145631068, 0.0, 0.10679611650485436, 0.1262135922330097]",,2,1.25,,,,
selfplay,0,6,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,1,0.25452301790806214,"[0.1134020618556701, 0.15463917525773196, 0.13402061855670103, 0.1134020618556701, 0.09278350515463918, 0.27835051546391754, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,5,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",1,1,0.2681961320740472,"[0.13541666666666666, 0.25, 0.11458333333333333, 0.15625, 0.09375, 0.11458333333333333, 0.13541666666666666]",,2,1.25,,,,
selfplay,0,4,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, 1, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",1,5,0.2278137642183705,"[0.11224489795918367, 0.09183673469387756, 0.11224489795918367, 0.1326530612244898, 0.15306122448979592, 0.2857142857142857, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,7,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 1]",-1,5,0.19814761748817944,"[0.1553398058252427, 0.1553398058252427, 0.21359223300970873, 0.10679611650485436, 0.0, 0.1262135922330097, 0.24271844660194175]",,2,1.25,,,,
selfplay,0,6,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,0,0.27366418122720354,"[0.15789473684210525, 0.11578947368421053, 0.09473684210526316, 0.1368421052631579, 0.1368421052631579, 0.1368421052631579, 0.22105263157894736]",,2,1.25,,,,
selfplay,0,5,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",-1,3,0.26731664927322196,"[0.11578947368421053, 0.18947368421052632, 0.18947368421052632, 0.1368421052631579, 0.11578947368421053, 0.11578947368421053, 0.1368421052631579]",,2,1.25,,,,
selfplay,0,4,17,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, 1, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",-1,4,0.2291456964238515,"[0.15384615384615385, 0.10576923076923077, 0.125, 0.2692307692307692, 0.10576923076923077, 0.0, 0.2403846153846154]",,2,1.25,,,,
selfplay,0,7,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1, 1, 0, -1, -1, -1, 1, -1, 1]",1,2,0.22734917654710282,"[0.1553398058252427, 0.1553398058252427, 0.10679611650485436, 0.1553398058252427, 0.0, 0.27184466019417475, 0.1553398058252427]",,2,1.25,,,,
selfplay,0,6,18,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,3,0.2735560784264555,"[0.11458333333333333, 0.13541666666666666, 0.11458333333333333, 0.15625, 0.09375, 0.25, 0.13541666666666666]",,2,1.25,,,,
selfplay,0,5,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, -1, 1, 1, 1, -1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",1,0,0.2559959991429282,"[0.27835051546391754, 0.1134020618556701, 0.13402061855670103, 0.15463917525773196, 0.09278350515463918, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,4,18,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",1,4,0.22778281787609986,"[0.1262135922330097, 0.18446601941747573, 0.1262135922330097, 0.18446601941747573, 0.10679611650485436, 0.0, 0.27184466019417475]",,2,1.25,,,,
selfplay,0,7,19,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1, 1, 0, -1, -1, -1, 1, -1, 1]",-1,0,0.20782731095519752,"[0.3269230769230769, 0.15384615384615385, 0.10576923076923077, 0.10576923076923077, 0.0, 0.18269230769230768, 0.125]",,2,1.25,,,,
selfplay,0,6,19,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, -1, -1, 1, 0, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,4,0.26729046031695836,"[0.1134020618556701, 0.16494845360824742, 0.09278350515463918, 0.1134020618556701, 0.13402061855670103, 0.24742268041237114, 0.13402061855670103]",,2,1.25,,,,
selfplay,0,5,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, -1, 1, 1, 1, -1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",-1,3,0.23962198165204332,"[0.1134020618556701, 0.1134020618556701, 0.13402061855670103, 0.1134020618556701, 0.13402061855670103, 0.1134020618556701, 0.27835051546391754]",,2,1.25,,,,
selfplay,0,4,19,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",-1,1,0.2363251953629545,"[0.12745098039215685, 0.21568627450980393, 0.1568627450980392, 0.21568627450980393, 0.1568627450980392, 0.0, 0.12745098039215685]",,2,1.25,,,,
selfplay,0,7,20,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",1,1,0.22963822496056563,"[0.1553398058252427, 0.27184466019417475, 0.1650485436893204, 0.1262135922330097, 0.0, 0.1553398058252427, 0.1262135922330097]",,2,1.25,,,,
selfplay,0,6,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,4,0.26104859652129214,"[0.11224489795918367, 0.19387755102040816, 0.24489795918367346, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367, 0.11224489795918367]",,2,1.25,,,,
selfplay,0,5,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 1, 1, -1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",1,3,0.2759762019076075,"[0.11578947368421053, 0.18947368421052632, 0.18947368421052632, 0.09473684210526316, 0.15789473684210525, 0.09473684210526316, 0.15789473684210525]",,2,1.25,,,,
selfplay,0,4,20,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 1, -1, -1, 1, 0, -1, 1, 1, -1, -1, -1]",1,0,0.21997910245247246,"[0.38461538461538464, 0.125, 0.10576923076923077, 0.15384615384615385, 0.10576923076923077, 0.0, 0.125]",,2,1.25,,,,
selfplay,0,7,21,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",-1,2,0.20551717556426827,"[0.3269230769230769, 0.15384615384615385, 0.16346153846153846, 0.10576923076923077, 0.0, 0.125, 0.125]",,2,1.25,,,,
selfplay,0,6,21,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",-1,3,0.27911480798732924,"[0.18556701030927836, 0.13402061855670103, 0.1134020618556701, 0.2268041237113402, 0.1134020618556701, 0.1134020618556701, 0.1134020618556701]",,2,1.25,,,,
selfplay,0,5,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 1, 1, -1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",-1,1,0.2674219465654976,"[0.11458333333333333, 0.11458333333333333, 0.11458333333333333, 0.13541666666666666, 0.1875, 0.21875, 0.11458333333333333]",,2,1.25,,,,
selfplay,0,4,21,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1]",-1,6,0.20407643079688803,"[0.24271844660194175, 0.10679611650485436, 0.18446601941747573, 0.18446601941747573, 0.1262135922330097, 0.0, 0.1553398058252427]",,2,1.25,,,,
selfplay,0,7,22,"[0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",1,5,0.1846320025713577,"[0.25217391304347825, 0.17391304347826086, 0.0, 0.2, 0.0, 0.2, 0.17391304347826086]",,2,1.25,,,,
selfplay,0,6,22,"[0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 0, 1]",1,5,0.2787931518607152,"[0.1553398058252427, 0.1650485436893204, 0.18446601941747573, 0.0, 0.1553398058252427, 0.1262135922330097, 0.21359223300970873]",,2,1.25,,,,
selfplay,0,5,22,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 1, 1, -1, 0, 0, -1, 1, -1, 1, -1, -1, -1, 1]",1,5,0.26060291562887156,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333]",,2,1.25,,,,
selfplay,0,4,22,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1]",1,6,0.17498099148758953,"[0.1568627450980392, 0.12745098039215685, 0.21568627450980393, 0.18627450980392157, 0.1568627450980392, 0.0, 0.1568627450980392]",,2,1.25,,,,
selfplay,0,7,23,"[0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 1, 0, 0, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",-1,5,0.17268073320507696,"[0.22608695652173913, 0.25217391304347825, 0.0, 0.17391304347826086, 0.0, 0.17391304347826086, 0.17391304347826086]",,2,1.25,,,,
selfplay,0,6,23,"[0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 1, 1]",-1,5,0.2238357994182499,"[0.1553398058252427, 0.1650485436893204, 0.1262135922330097, 0.0, 0.1262135922330097, 0.27184466019417475, 0.1553398058252427]",,2,1.25,,,,
selfplay,0,5,23,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 0, 0, -1, 1, 1, 1, -1, 0, 1, -1, 1, -1, 1, -1, -1, -1, 1]",-1,2,0.2479498816598537,"[0.11458333333333333, 0.16666666666666666, 0.11458333333333333, 0.1875, 0.1875, 0.11458333333333333, 0.11458333333333333]",,2,1.25,,,,
selfplay,0,4,23,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, -1, 1, 1, 0, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, -1, -1, -1]",-1,3,0.21652571483246302,"[0.1262135922330097, 0.1262135922330097, 0.1262135922330097, 0.3592233009708738, 0.1262135922330097, 0.0, 0.13592233009708737]",,2,1.25,,,,
selfplay,0,7,24,"[0, 0, -1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 1, 1, 0, 1, -1, 0, 0, 1, -1, 0, -1, 1, 0, 0, 1, -1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",1,6,0.20929467781925332,"[0.25217391304347825, 0.14782608695652175, 0.0, 0.14782608695652175, 0.0, 0.30434782608695654, 0.14782608695652175]",,2,1.25,,,,
selfplay,0,6,24,"[0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 1, -1, 1, -1, 1, -1, 0, 1, -1, 1, -1, -1, 1, 1]",1,4,0.2472690830016848,"[0.1553398058252427, 0.2815533980582524, 0.1262135922330097, 0.0, 0.1553398058252427, 0.1553398058252427, 0.1262135922330097]",,2,1.25,,,,
